"Restaurant.Name","Address","Inspection.Fail.Count","Inspection.Pass.Count","Violation.Level1.Count","Violation.Level2.Count","Violation.Level3.Count","Violation.Pass.Count","Violation.Fail.Count","Violation.2010.Count","Violation.2011.Count","Violation.2012.Count","Violation.2013.Count","Violation.2014.Count","Violation.2015.Count","Violation.2016.Count","Violation.2017.Count","Violation.2018.Count","Violation.2019.Count","Violation.2020.Count","Price","review_count_total","review_count_anuave","year_count","ave_rating","latest_review","earliest_review","inactive_years","Yelp","Food.Inspection","lon","lat","Land_Parcel_ID","GIS_ID","Blk_ID_10","BG_ID_10","CT_ID_10"
"Friendlys","1 Harborside DrLogan International Airport Terminal ABoston, MA 02128",6,3,35,10,6,23,28,0,0,0,0,0,0,6,7,10,28,0,"$",58,11.6,5,2.040931373,2019,2015,0,1,1,-71.0217295,42.3645249,104126000,104126000,250259813002008,250259813002,25025981300
"The Cube","1   Harborside DR East Boston MA 2128",7,2,66,4,18,40,48,44,26,18,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.025698,42.363408,104126000,104126000,250259813002008,250259813002,25025981300
"Tico Taco","1 Harborside DrBoston Logan International AirportBoston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",3,3,1,2.333333333,2019,2019,0,1,0,-71.0095602,42.3656132,104126000,104126000,250259813002008,250259813002,25025981300
"La Baguette Marche","1 Harborside DrTerminal ABoston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",9,4.5,2,1.214285714,2018,2017,1,1,0,-71.0217295,42.3645249,104126000,104126000,250259813002008,250259813002,25025981300
"Wok and Roll","Boston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",3,1.5,2,2,2013,2012,6,1,0,-71.0200613,42.3695431,104126000,104126000,250259813002008,250259813002,25025981300
"Vineyard Grille","1 Harborside DrBoston Logan International Airport - Terminal EBoston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",97,12.125,8,2.651953357,2019,2012,0,1,0,-71.0193812,42.3698464,104126000,104126000,250259813002008,250259813002,25025981300
"Pei Wei","1 Harborside DrBoston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",9,9,1,2.222222222,2019,2019,0,1,0,-71.0257812,42.3634422,104126000,104126000,250259813002008,250259813002,25025981300
"Camden Food","1 Harborside DrTerminal CBoston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",21,7,3,1.314814815,2019,2017,0,1,0,-71.016454,42.36668,104126000,104126000,250259813002008,250259813002,25025981300
"Dunkin Donuts","100  Service RD East Boston MA 2128",7,3,16,2,4,8,14,8,1,8,0,2,2,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.029816,42.36914,104126000,104126000,250259813002008,250259813002,25025981300
"Game On","Boston Logan Airport Terminal A, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",7,7,1,2.571428571,2018,2018,1,1,0,-71.0217295,42.3645249,104126000,104126000,250259813002008,250259813002,25025981300
"Wahlburgers","Logan International Airport Terminal C300 Terminal DrBoston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",463,115.75,4,2.761154244,2019,2016,0,1,0,-71.0095602,42.3656132,104126000,104126000,250259813002008,250259813002,25025981300
"Gourmet On the Fly","18 Logan AirportBoston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$$$",4,1,4,1.75,2013,2008,6,1,0,-71.0095602,42.3656132,104126000,104126000,250259813002008,250259813002,25025981300
"Kelly's Roast Beef","1 Harborside DrBoston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",37,18.5,2,3.180555556,2019,2018,0,1,0,-71.0257812,42.3634422,104126000,104126000,250259813002008,250259813002,25025981300
"Dunkin Donuts/Airside","400   Terminal RD East Boston MA 2128",2,0,2,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,"0",0,0,0,0,0,0,0,0,1,-71.020905,42.366875,104126000,104126000,250259813002008,250259813002,25025981300
"Legal Test Kitchen","1 Harborside DrLogan Airport Terminal ABoston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",332,23.71428571,14,3.271136445,2019,2006,0,1,0,-71.0217295,42.3645249,104126000,104126000,250259813002008,250259813002,25025981300
"Vino Volo","1   Harborside DR East Boston MA 2128",1,1,4,0,0,2,2,0,0,0,0,0,0,0,0,0,4,0,"0",0,0,0,0,0,0,0,0,1,-71.025698,42.363408,104126000,104126000,250259813002008,250259813002,25025981300
"Gladco Enterprises","500 Logan AirportBoston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",0,0,1,0,0,0,0,1,0,-71.0095602,42.3656132,104126000,104126000,250259813002008,250259813002,25025981300
"Potbelly Sandwich Shop","1 Harborside DrTerminal B, Gate BB3-A18Boston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",0,0,1,0,0,0,0,1,0,-71.0095602,42.3656132,104126000,104126000,250259813002008,250259813002,25025981300
"McDonald's","Logan Airport Terminal B Pier ABoston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",0,0,1,0,0,0,0,1,0,-71.0095602,42.3656132,104126000,104126000,250259813002008,250259813002,25025981300
"Delta Sky Club Trmnl A Main","100   Terminal RD East Boston MA 2128",3,3,10,0,6,8,8,0,0,0,0,0,0,8,4,4,0,0,"0",0,0,0,0,0,0,0,0,1,-71.021817,42.364539,104126000,104126000,250259813002008,250259813002,25025981300
"Dunkin-Term E Airside","100   Terminal RD East Boston MA 2128",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"0",0,0,0,0,0,0,0,0,1,-71.021817,42.364539,104126000,104126000,250259813002008,250259813002,25025981300
"Connolly's Pub","1 Hotel DrHilton-Boston Logan AirportBoston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",116,9.666666667,12,2.633412932,2019,2008,0,1,0,-71.0228718,42.3675447,104126000,104126000,250259813002008,250259813002,25025981300
"Stephanie's","1 Harborside DrTerminal B ConnectorBoston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",314,52.33333333,6,3.010017066,2019,2014,0,1,0,-71.0095602,42.3656132,104126000,104126000,250259813002008,250259813002,25025981300
"Sullivan's","1 Harborside DrTerminal BBoston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",16,16,1,2.375,2019,2019,0,1,0,-71.016454,42.36668,104126000,104126000,250259813002008,250259813002,25025981300
"Lucky's Lounge","12 Harborside DrTerminal ABoston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",71,6.454545455,11,2.749376114,2019,2008,0,1,0,-71.0217295,42.3645249,104126000,104126000,250259813002008,250259813002,25025981300
"Harpoon Tap Room","1 Harborside DrBoston Logan International Airport - Terminal ABoston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",130,13,10,2.801508097,2019,2010,0,1,0,-71.0217295,42.3645249,104126000,104126000,250259813002008,250259813002,25025981300
"Papa Gino's","Boston, MA 02128",1,1,8,4,0,6,6,12,0,0,0,0,0,0,0,0,0,0,"no value",0,0,1,0,0,0,0,1,1,-71.0200613,42.3695431,104126000,104126000,250259813002008,250259813002,25025981300
"Johnny Rockets","300 Terminal C RdGate C28Boston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",84,7,12,2.667857143,2019,2008,0,1,0,-71.0163465,42.3671963,104126000,104126000,250259813002008,250259813002,25025981300
"Cosi","1 Harborside DrBoston Logan International Airport, Terminal BBoston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",31,3.444444444,9,2.895767196,2019,2010,0,1,0,-71.0095602,42.3656132,104126000,104126000,250259813002008,250259813002,25025981300
"UFood Grill","1 Harborside DrBoston Logan International Airport, Terminal BBoston, MA 02128",2,1,18,2,4,11,13,0,2,22,0,0,0,0,0,0,0,0,"$",70,17.5,4,2.030448718,2019,2016,0,1,1,-71.0095602,42.3656132,104126000,104126000,250259813002008,250259813002,25025981300
"Taxi Pool Cafeteria","1   Harborside DR East Boston MA 2128",1,1,17,2,0,10,9,19,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.025698,42.363408,104126000,104126000,250259813002008,250259813002,25025981300
"PGA Tour","1 Harborside DrAmerican Airlines Terminal BBoston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",1,1,1,1,2018,2018,1,1,0,-71.0095602,42.3656132,104126000,104126000,250259813002008,250259813002,25025981300
"Sebastians Cafe","1   Harborside DR East Boston MA 2128",1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,"0",0,0,0,0,0,0,0,0,1,-71.025698,42.363408,104126000,104126000,250259813002008,250259813002,25025981300
"Ozone","1 Harborside DrTerminal BBoston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",43,4.3,10,2.184126984,2017,2006,2,1,0,-71.016454,42.36668,104126000,104126000,250259813002008,250259813002,25025981300
"Famous Famiglia","1 Harborside DrBoston Logan International AirportBoston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$$",7,1.75,4,3.125,2011,2008,8,1,0,-71.0095602,42.3656132,104126000,104126000,250259813002008,250259813002,25025981300
"Jerry Remy's","1 Harborside DrTerminal CBoston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",173,14.41666667,12,3.203218354,2019,2008,0,1,0,-71.016454,42.36668,104126000,104126000,250259813002008,250259813002,25025981300
"O'Brian's Pub","1 Harborside DrBoston Logan International Airport, Terminal EBoston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",10,3.333333333,3,2.322222222,2012,2010,7,1,0,-71.0193812,42.3698464,104126000,104126000,250259813002008,250259813002,25025981300
"Legal Sea Foods","1 Harborside DrBoston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",431,35.91666667,12,3.713390763,2019,2008,0,1,0,-71.0257812,42.3634422,104126000,104126000,250259813002008,250259813002,25025981300
"Tico’s Mexican Food","1 Harborside DrBoston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",10,10,1,2.7,2019,2019,0,1,0,-71.0257812,42.3634422,104126000,104126000,250259813002008,250259813002,25025981300
"WPizza","1 Harborside DrBoston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",3,3,1,2,2019,2019,0,1,0,-71.0257812,42.3634422,104126000,104126000,250259813002008,250259813002,25025981300
"RYO Asian Fusion","300 Terminal CFl 2 Food CourtTerminal CBoston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",36,3.6,10,1.935,2019,2009,0,1,0,-71.0180355,42.3619701,104126000,104126000,250259813002008,250259813002,25025981300
"Sbarro","1 Harborside DrEast Boston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",22,3.666666667,6,1.783333333,2019,2014,0,1,0,-71.0257812,42.3634422,104126000,104126000,250259813002008,250259813002,25025981300
"SBARRO RESTAURANT","100   Terminal RD East Boston MA 2128",10,10,62,10,24,48,48,0,0,4,16,20,8,12,8,14,14,0,"0",0,0,0,0,0,0,0,0,1,-71.021817,42.364539,104126000,104126000,250259813002008,250259813002,25025981300
"Villa Fresh Italian Kitchen","Boston Logan Int'l. AirportTerminal BEast Boston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",13,1.857142857,7,1.942857143,2019,2008,0,1,0,-71.0180355,42.3619701,104126000,104126000,250259813002008,250259813002,25025981300
"Host International","65 Logan AirportBoston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",0,0,1,0,0,0,0,1,0,-71.0095602,42.3656132,104126000,104126000,250259813002008,250259813002,25025981300
"Shojo","300 Terminal C RdBoston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",33,33,1,3.757575758,2019,2019,0,1,0,-71.0163465,42.3671963,104126000,104126000,250259813002008,250259813002,25025981300
"Creative Host Services","18 Logan AirportBoston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",0,0,1,0,0,0,0,1,0,-71.0095602,42.3656132,104126000,104126000,250259813002008,250259813002,25025981300
"Boston Back Bay Cafe","300 Terminal CEast Boston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",2,1,2,1,2011,2010,8,1,0,-71.0180754,42.3678068,104126000,104126000,250259813002008,250259813002,25025981300
"Bruins Bar","1   Harborside DR East Boston MA 2128",1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,"0",0,0,0,0,0,0,0,0,1,-71.025698,42.363408,104126000,104126000,250259813002008,250259813002,25025981300
"Rice Burg","Boston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",52,10.4,5,3.440392157,2019,2015,0,1,0,-71.0200613,42.3695431,104126000,104126000,250259813002008,250259813002,25025981300
"Stephanie’s","1 Harborside DrTerminal EBoston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",6,6,1,3.166666667,2019,2019,0,1,0,-71.0193812,42.3698464,104126000,104126000,250259813002008,250259813002,25025981300
"Berkshires","1 Hotel DrHilton-Boston Logan AirportBoston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",9,1.285714286,7,2.214285714,2019,2009,0,1,0,-71.0228718,42.3675447,104126000,104126000,250259813002008,250259813002,25025981300
"Cisco Brew Pub","Bos AirportTerminal E / Southwest Air ConcourseBoston, MA 02127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",20,2.857142857,7,2.776190476,2019,2013,0,1,0,-71.0095602,42.3656132,104126000,104126000,250259813002008,250259813002,25025981300
"Philips Seafood","Terminal A 1 Harborside DrEast Boston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",2,1,2,4,2015,2014,4,1,0,-71.0217295,42.3645249,104126000,104126000,250259813002008,250259813002,25025981300
"Fresh City","Boston Logan Airport Terminal A, MA 02128",18,7,97,26,53,75,101,18,6,12,14,3,24,21,26,21,31,0,"$",111,10.09090909,11,2.087434495,2019,2008,0,1,1,-71.0217295,42.3645249,104126000,104126000,250259813002008,250259813002,25025981300
"Black Seed Cafe Food Cart","Boston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",5,1.666666667,3,4.333333333,2012,2010,7,1,0,-71.0200613,42.3695431,104126000,104126000,250259813002008,250259813002,25025981300
"Burger King","1 HARBORSIDE DRTerminal CBoston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",10,1.25,8,3.75,2019,2010,0,1,0,-71.016454,42.36668,104126000,104126000,250259813002008,250259813002,25025981300
"B.Good Burgers","1 Harborside DrBoston Logan International AirportBoston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",15,15,1,3.666666667,2019,2019,0,1,0,-71.0095602,42.3656132,104126000,104126000,250259813002008,250259813002,25025981300
"Todd English's Bonfire","1 Harborside DrTerminal B, Gates B-30 to B-36Boston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",110,8.461538462,13,2.702236225,2019,2007,0,1,0,-71.0095602,42.3656132,104126000,104126000,250259813002008,250259813002,25025981300
"Dine Boston","1 Harborside DrTerminal EBoston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",62,5.636363636,11,3.290584416,2019,2009,0,1,0,-71.0193812,42.3698464,104126000,104126000,250259813002008,250259813002,25025981300
"Vino Volo","100   Terminal RD East Boston MA 2128",4,3,10,0,4,6,8,0,0,0,0,4,0,2,4,0,4,0,"0",0,0,0,0,0,0,0,0,1,-71.021817,42.364539,104126000,104126000,250259813002008,250259813002,25025981300
"Meridian Food Market - Logan","45 Transportation WayLogan AirportEast Boston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",1,1,1,5,2019,2019,0,1,0,-71.0276806,42.3666634,104126000,104126000,250259813002008,250259813002,25025981300
"Boston Beer Works","1 Harborside DrTerminal C, Pier CBoston, MA 02128",12,7,85,16,33,62,72,12,2,16,22,12,12,10,0,24,24,0,"$$",291,24.25,12,2.855279308,2019,2008,0,1,1,-71.0095602,42.3656132,104126000,104126000,250259813002008,250259813002,25025981300
"Sam Adams Brewhouse","18 Airport Rd - Departure LevelTerminal CBoston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",16,8,2,1.793650794,2019,2017,0,1,0,-71.0209965,42.3682437,104126000,104126000,250259813002008,250259813002,25025981300
"Sam Adams","Boston Logan International Airport1 Harborside Dr, Ste 200 SBoston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",23,2.3,10,4.108333333,2019,2006,0,1,0,-71.0095602,42.3656132,104126000,104126000,250259813002008,250259813002,25025981300
"Market Kitchen","1 Harborside DrTerminal A Gate A9Boston, MA 02128",5,4,21,2,12,17,18,0,0,0,0,0,0,12,11,6,6,0,"no value",25,8.333333333,3,1.661375661,2019,2017,0,1,1,-71.0095602,42.3656132,104126000,104126000,250259813002008,250259813002,25025981300
"Lucca Bar And Grill","1 Harborside DrTerminal BBoston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",37,18.5,2,2.715686275,2019,2018,0,1,0,-71.016454,42.36668,104126000,104126000,250259813002008,250259813002,25025981300
"HYATT CONF. & HOTEL (FS)","101   Harborside DR East Boston MA 2128",15,7,107,4,16,58,69,0,0,0,2,50,36,30,4,0,3,2,"0",0,0,0,0,0,0,0,0,1,-71.027191,42.359198,104126001,104126001,250259813002058,250259813002,25025981300
"Harborside Grill & Patio","101 Harborside DrBoston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",107,8.916666667,12,3.395249414,2019,2008,0,1,0,-71.0272118,42.3592641,104126001,104126001,250259813002058,250259813002,25025981300
"DUNKIN' DONUTS(RMG DONUTS LLC)","951   Bennington ST East Boston MA 2128",11,9,78,2,14,45,49,18,2,8,10,24,8,2,14,8,0,0,"0",0,0,0,0,0,0,0,0,1,-71.00835,42.38589,104374010,104374010,250250511011012,250250511011,25025051101
"GREAT CHEF ORIENT HEIGHTS","965   Bennington ST East Boston MA 2128",9,9,136,4,18,79,79,46,14,22,14,22,26,14,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.00796,42.38603,104375000,104375000,250250511011012,250250511011,25025051101
"POCKETS BILLIARD CLUB","981   Bennington ST East Boston MA 2128",8,4,23,2,8,13,20,10,0,4,8,2,1,0,1,3,4,0,"0",0,0,0,0,0,0,0,0,1,-71.007379,42.386267,104376000,104376000,250250511011012,250250511011,25025051101
"New Saigon","985 Bennington StBoston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",156,22.28571429,7,4.335106329,2019,2013,0,1,0,-71.0072691,42.3862523,104376000,104376000,250250511011012,250250511011,25025051101
"Greenhouse Restaurant","969   Bennington ST East Boston MA 2128",1,0,4,1,0,5,0,0,0,0,5,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.00765,42.38617,104376000,104376000,250250511011012,250250511011,25025051101
"Little Asia Restaurant","991 Bennington StBoston, MA 02128",16,11,159,22,40,107,114,48,22,22,18,20,18,29,12,16,4,12,"$$",73,6.083333333,12,3.803240741,2019,2008,0,1,1,-71.0070764,42.3863337,104378000,104378000,250250511011012,250250511011,25025051101
"Mikes Vending L L C @ Constitution Beach","4   Barnes AVE East Boston MA 2128",5,3,22,2,0,10,14,8,0,0,3,4,0,8,0,1,0,0,"0",0,0,0,0,0,0,0,0,1,-71.00682,42.38588,104386000,104386000,250250511013005,250250511013,25025051101
"Millie's Kitchen","61 Bayswater Steast boston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",18,3,6,3.121031746,2019,2013,0,1,0,-71.0045992,42.3839958,104399000,104399000,250250511013019,250250511013,25025051101
"Scup's In the Harbor","256   Marginal ST East Boston MA 2128",2,0,7,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.032549,42.364227,104678010,104678010,250250512003002,250250512003,25025051200
"Sbarro Italian Eatery","256 Marginal StBoston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",0,0,1,0,0,0,0,1,0,-71.03348,42.3643818,104678010,104678010,250250512003002,250250512003,25025051200
"KO Pies At the Shipyard","256 Marginal StBldg 16Boston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",309,38.625,8,4.364003976,2019,2012,0,1,0,-71.03348,42.3643818,104678010,104678010,250250512003002,250250512003,25025051200
"KO Catering and Pies","256   Marginal ST East Boston MA 2128",9,8,63,0,4,33,34,0,0,4,6,8,24,12,8,1,4,0,"0",0,0,0,0,0,0,0,0,1,-71.032549,42.364227,104678010,104678010,250250512003002,250250512003,25025051200
"303 Cafe","303   Sumner ST East Boston MA 2128",4,4,42,4,10,28,28,32,24,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.036713,42.367407,104874000,104874000,250250504002003,250250504002,25025050400
"Mehak","329 Sumner StBoston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",209,20.9,10,3.783894015,2019,2010,0,1,0,-71.0361033,42.3671499,104888000,104888000,250250504002003,250250504002,25025050400
"Mehak Restaurant","329  Sumner St East Boston MA 2128",13,11,120,22,41,89,94,28,25,22,12,12,2,20,16,10,36,0,"0",0,0,0,0,0,0,0,0,1,-71.03607,42.36711,104889000,104889000,250250504002003,250250504002,25025050400
"The Quietfew","331  Sumner ST East Boston MA 2128",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"0",0,0,0,0,0,0,0,0,1,-71.03601,42.36709,104890000,104890000,250250504002003,250250504002,25025050400
"Dozzi","336   Sumner ST East Boston MA 2128",15,10,129,15,20,75,89,19,16,19,14,12,24,18,20,10,6,6,"0",0,0,0,0,0,0,0,0,1,-71.035739,42.367286,104898000,104898000,250250504002002,250250504002,25025050400
"Italian Express Pizzeria","336 Sumner StBoston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",438,39.81818182,11,4.326648148,2019,2009,0,1,0,-71.0357319,42.3672719,104898000,104898000,250250504002002,250250504002,25025050400
"La Sanghita Cafe","389   Maverick ST East Boston MA 2128",4,3,19,0,2,10,11,0,0,0,0,2,13,6,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.02905,42.3657,105162000,105162000,250250512002006,250250512002,25025051200
"La Esquinita Restaurant","389   Maverick ST East Boston MA 2128",1,1,12,0,4,8,8,0,0,0,16,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.02905,42.3657,105162000,105162000,250250512002006,250250512002,25025051200
"PUPUSERIA MAMA BLANCA","389   Maverick ST East Boston MA 2128",6,3,51,3,16,27,43,14,34,22,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.02905,42.3657,105162000,105162000,250250512002006,250250512002,25025051200
"Tawakal Halal Cafe","389 Maverick StBoston, MA 02128",3,1,7,0,0,2,5,0,0,0,0,0,0,0,0,4,3,0,"no value",55,27.5,2,4.926829268,2019,2018,0,1,1,-71.0290342,42.3657083,105162000,105162000,250250512002006,250250512002,25025051200
"Carmella's Market","86 Cottage StBoston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",33,4.125,8,4.577083333,2019,2012,0,1,0,-71.0352676,42.3678975,105282000,105282000,250250504002001,250250504002,25025050400
"El Rinconcito","226 Sumner StBoston, MA 02128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",2,1,2,5,2018,2017,1,1,0,-71.0390284,42.3687264,105364000,105364000,250250504001005,250250504001,25025050400
"Burger King","1 Maverick SquareBoston, MA 02128",13,7,85,4,10,45,54,0,2,12,10,44,11,10,0,0,2,8,"$",2,2,1,1,2019,2019,0,1,1,-71.0393534,42.3688562,105366001,105366001,250250504001005,250250504001,25025050400
"Hong Kong Harbor Restaurant","5 Maverick SqBoston, MA 02128",3,3,24,4,6,17,17,0,0,0,0,0,0,0,0,0,24,10,"$",52,4.727272727,11,3.139033189,2019,2006,0,1,1,-71.03937,42.3689312,105366002,105366002,250250504001005,250250504001,25025050400
"Hong Kong Harbour","5   Maverick SQ East Boston MA 2128",21,17,261,14,60,164,171,51,44,24,16,34,72,41,20,22,11,0,"0",0,0,0,0,0,0,0,0,1,-71.039276,42.36888,105366002,105366002,250250504001005,250250504001,25025050400
"DUNKIN' DONUTS(RMG DONUTS LLC)","13   Maverick SQ East Boston MA 2128",15,9,67,16,0,37,46,12,3,19,8,2,1,10,4,2,22,0,"0",0,0,0,0,0,0,0,0,1,-71.039212,42.368982,105366004,105366004,250250504001005,250250504001,25025050400
"RESTICERIA CANCUN","37   Maverick SQ East Boston MA 2127",10,5,86,13,23,54,68,52,70,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.038888,42.369302,105370000,105370000,250250504001005,250250504001,25025050400
